URL,MobileURL,Date,Title
"http://wishtv.com/2017/11/07/las-vegas-dad-accused-of-killing-son-for-being-gay/","http://wishtv.com/2017/11/07/las-vegas-dad-accused-of-killing-son-for-being-gay/amp/","2017-11-07 18:15:00","Las Vegas dad accused of killing son for being gay"
"http://nbc4i.com/2017/11/07/dad-accused-of-killing-son-for-being-gay/","http://nbc4i.com/2017/11/07/dad-accused-of-killing-son-for-being-gay/amp/","2017-11-07 13:30:00","Dad accused of killing son for being gay"
"https://www.albawaba.com/editorchoice/saudi-father-accidentally-shoots-4-year-old-daughter-head-1045736","http://amp.albawaba.com/editorchoice/saudi-father-accidentally-shoots-4-year-old-daughter-head-1045736","2017-11-09 13:30:00","Saudi Father Accidentally Shoots 4 - Year - Old Daughter in the Head"
"http://kfoxtv.com/news/local/gun-owners-urged-to-practice-good-gun-safety","","2017-11-10 23:45:00","Gun owners urged to practice good gun safety"
"http://cbs4local.com/news/local/gun-owners-urged-to-practice-correct-gun-safety","","2017-11-11 02:45:00","Gun owners urged to practice correct gun safety"
"http://banana1015.com/detroit-couple-to-be-charged-in-accidental-shooting-at-home-daycare/","","2017-11-02 14:45:00","Detroit Couple to Be Charged in Accidental Shooting at Home Daycare"
"http://fox6now.com/2017/11/05/resident-grabbed-rifle-engaged-texas-church-gunman-who-dropped-his-rifle-and-fled/","http://fox6now.com/2017/11/05/resident-grabbed-rifle-engaged-texas-church-gunman-who-dropped-his-rifle-and-fled/amp/","2017-11-06 05:30:00","Resident grabbed rifle , engaged Texas church gunman , who  dropped his rifle and fled  "
"https://www.bet.com/news/national/2017/11/03/man-who-admitted-to-shooting-his-wife-found-not-guilty.html","https://www.bet.com/news/national/2017/11/03/man-who-admitted-to-shooting-his-wife-found-not-guilty.amp.html","2017-11-04 00:45:00","Here Why This Husband Who Confessed To Shooting His Wife During An Argument Was Found Not Guilty Of Murder | National News | BET"
"http://www.lmtonline.com/bayarea/article/Kate-Steinle-killer-s-rambling-account-He-12324625.php","","2017-11-02 03:15:00","Kate Steinle killer rambling account : He fired at  sea animal , or stepped on the gun"
"http://www.orlandosentinel.com/news/breaking-news/os-laura-gomez-cuartas-update-20171107-story.html","http://www.orlandosentinel.com/news/breaking-news/os-laura-gomez-cuartas-update-20171107-story,amp.html","2017-11-08 23:00:00","After 7 months , mother of slain teen says she has answers"
"http://www.13newsnow.com/news/local/virginia/williamsburg/police-teen-dead-after-accidentally-shooting-himself-in-williamsburg/488768884","http://www.13newsnow.com/amp/news/local/virginia/williamsburg/police-teen-dead-after-accidentally-shooting-himself-in-williamsburg/488768884","2017-11-03 16:30:00","Police : Teen dead after he accidentally shot himself in Williamsburg"
